Unnamed: 0,x_test,future
,"[162 154  83 126  83 126 116 135   4  70  83  70  83 100 116 176  83 100
 116 100 116 176  83 100 116   3  49   3 180 180 176 116]",[166  83  91  17 159  92  92  88]
,[162 154 83 126 83 126 116 135 4 70 83 70 83 100 116 176 83 100 116 100 116 176 83 100 116 3 49 3 180 180 176 116],[166  83  91  17 159  92  92  88]
,"[ 78  46 176 103  46  17 150  46 103 148 144  46  17  46 151 148 144  46
 136  45 180 176  13 180 136 152 180 176  13 180  35 128]",[ 97  57 123  97  43 136  13  97]
,[78 46 176 103 46 17 150 46 103 148 144 46 17 46 151 148 144 46 136 45 180 176 13 180 136 152 180 176 13 180 35 128],[ 97  57 123  97  43 136  13  97]
,"[ 42  93  42  93  70 116 100 154  70  55  83  70  83  70  83  70 126  83
 126  83 126  83 109  29 109  29  89   0 116  55  83 162]",[162 122 162 122  92 122  92 122]
,[42 93 42 93 70 116 100 154 70 55 83 70 83 70 83 70 126 83 126 83 126 83 109 29 109 29 89 0 116 55 83 162],[162 122 162 122  92 122  92 122]
,"[ 78 128 165 158 177 128  78 128 165 113 137 128 160 128 165  56 137  45
 160  45  13  82 134  94 159  94 159 179 105  14  91  35]",[ 91  94  35 159  82  94 159 179]
,[78 128 165 158 177 128 78 128 165 113 137 128 160 128 165 56 137 45 160 45 13 82 134 94 159 94 159 179 105 14 91 35],[ 91  94  35 159  82  94 159 179]
,"[117 117 117  52 161 117 117 117 100 140 152 152 152  73 140 152  75 138
 128 161 117  59 140 152  16 181 177 177 177 181 177 177]",[ 68 181 177 177 123 177  74 181]
,[117 117 117 52 161 117 117 117 100 140 152 152 152 73 140 152 75 138 128 161 117 59 140 152 16 181 177 177 177 181 177 177],[ 68 181 177 177 123 177  74 181]
,"[137  28 134 134  45 103  45 134 131 150  94 137  41  41  41  71  94 137
  41  41  41  71  46 103 148 148 148  14 179  45 156 156]",[ 93  85  45  69  69 156  91  45]
,[137 28 134 134 45 103 45 134 131 150 94 137 41 41 41 71 94 137 41 41 41 71 46 103 148 148 148 14 179 45 156 156],[ 93  85  45  69  69 156  91  45]
,"[  7 151 165   6   6  18   6  13   6   7 151   6   6  18 151   6   6  46
 151 132 132 166  13  85 165 169 169  97  95  34  34   7]",[114 114 127 122   7   6 169 169]
,[7 151 165 6 6 18 6 13 6 7 151 6 6 18 151 6 6 46 151 132 132 166 13 85 165 169 169 97 95 34 34 7],[114 114 127 122   7   6 169 169]
,"[103   3  17   3 103   3  17  70 128 100 162 123 100 162 128 110  36  78
  50   9  35  80 159 138 123 128 159 138 123 128 159 138]",[128 100 138 162 128 110 162 138]
,[103 3 17 3 103 3 17 70 128 100 162 123 100 162 128 110 36 78 50 9 35 80 159 138 123 128 159 138 123 128 159 138],[128 100 138 162 128 110 162 138]
,"[105  46  80   9  14  17 144 102  17  98  14 102  17  18 144  53  73 153
 160 105 103  46  60 105 103 153 160 105 103  46  60  80]",[  9 137  14 163  17 170  14 163]
,[105 46 80 9 14 17 144 102 17 98 14 102 17 18 144 53 73 153 160 105 103 46 60 105 103 153 160 105 103 46 60 80],[  9 137  14 163  17 170  14 163]
,"[154 152  80  80 152 128  83 152  89  75 126  83 136 152 126 152 131 126
 152 154 126 152 103   4 152 126   4 128 152  83 152   4]",[ 46  55  83 180 152  55 152 131]
,[154 152 80 80 152 128 83 152 89 75 126 83 136 152 126 152 131 126 152 154 126 152 103 4 152 126 4 128 152 83 152 4],[ 46  55  83 180 152  55 152 131]
,"[ 50  53 166 144  54  50 166 179  13  54  50 179 180  73 136  50 180 159
 165 136  50 159 166 144  54  50  53 166 144  54  50  53]",[144  54  50 115  36 165 123  50]
,[50 53 166 144 54 50 166 179 13 54 50 179 180 73 136 50 180 159 165 136 50 159 166 144 54 50 53 166 144 54 50 53],[144  54  50 115  36 165 123  50]
,"[ 78 165 123 102  36  78 165 123  36  63 151 165 123  63  26  78 165 123
  26   7 151 165 123   7  26  78 165 123  26  18 152  73]",[ 18 115 117 151  54 115 115 117]
,[78 165 123 102 36 78 165 123 36 63 151 165 123 63 26 78 165 123 26 7 151 165 123 7 26 78 165 123 26 18 152 73],[ 18 115 117 151  54 115 115 117]
,"[ 50 177  82 159 105  82  14 134  82  80 179  50  54  60  50  82 179  50
  54 117  50  82 159  50 123  78  50  82 159  14 123 165]",[  9  80  14 144 138  14   9  80]
,[50 177 82 159 105 82 14 134 82 80 179 50 54 60 50 82 179 50 54 117 50 82 159 50 123 78 50 82 159 14 123 165],[  9  80  14 144 138  14   9  80]
,"[ 74  12  15 132   7 110 127   7 127   7 132 127   7  85 179  15 179 132
  46 110  94  46 179  46  11 179 105  46  82  15 179 132]",[135 153 105 153 127  11   7 127]
,[74 12 15 132 7 110 127 7 127 7 132 127 7 85 179 15 179 132 46 110 94 46 179 46 11 179 105 46 82 15 179 132],[135 153 105 153 127  11   7 127]
,"[ 18 115 102 112 115 102 130 102 130  98  45 130  98 119 124  98 119 119
  90  60  90 149  90 131  90  19  33 173  98  36  63 115]",[ 26  53   7 162  53  26 115  63]
,[18 115 102 112 115 102 130 102 130 98 45 130 98 119 124 98 119 119 90 60 90 149 90 131 90 19 33 173 98 36 63 115],[ 26  53   7 162  53  26 115  63]
,"[ 91  49  84   5   9  49  49   9  51 110  51   9  88 110  34  88  35 178
  34 114 178  82   0 114 114   0  82  29 114 133  29  82]",[133   2   5  82  49   2 133 161]
,[91 49 84 5 9 49 49 9 51 110 51 9 88 110 34 88 35 178 34 114 178 82 0 114 114 0 82 29 114 133 29 82],[133   2   5  82  49   2 133 161]
,"[110 177 167 144  78 123 172  38 165  21 126  11 155  60  52 155  38  52
 155  37 110  60  21  16  38 172 167  16 159 117  52  80]",[ 80 172 128  38  21  11 139  38]
,[110 177 167 144 78 123 172 38 165 21 126 11 155 60 52 155 38 52 155 37 110 60 21 16 38 172 167 16 159 117 52 80],[ 80 172 128  38  21  11 139  38]
,"[ 92 163 163 163 163  92 163  92  92  92  92  51  51  51  51  92  51  92
  92  92 178 178 178 178 178 178 178 178 178 178 118 118]",[ 15 112  15 112  15 112  15 165]
,[92 163 163 163 163 92 163 92 92 92 92 51 51 51 51 92 51 92 92 92 178 178 178 178 178 178 178 178 178 178 118 118],[ 15 112  15 112  15 112  15 165]
,"[118  49  15  15  15  15  15  15  15  15  15  15  87  87  87  87  15  15
  15  15  87  87  87  87  87  87  87  87  87  87  87  87]",[132 132 132 135 135 135 135  15]
,[118 49 15 15 15 15 15 15 15 15 15 15 87 87 87 87 15 15 15 15 87 87 87 87 87 87 87 87 87 87 87 87],[132 132 132 135 135 135 135  15]
,"[ 58 116 126 125 125  58 134  10 113  10 116  10 116  60 164  79  51   8
 164 129  67  51 164  29 150  62  20 116 116  62  51 129]",[  8  29 164 178   8 164  51 129]
,[58 116 126 125 125 58 134 10 113 10 116 10 116 60 164 79 51 8 164 129 67 51 164 29 150 62 20 116 116 62 51 129],[  8  29 164 178   8 164  51 129]
,"[144  18  42 123  18 136 145  13  17  97 145 123  97 145  17  97  43 136
  13  97  43  97  43  14  97  92 145 103 103 145 103 103]",[145  85 103 166 180 103 180   6]
,[144 18 42 123 18 136 145 13 17 97 145 123 97 145 17 97 43 136 13 97 43 97 43 14 97 92 145 103 103 145 103 103],[145  85 103 166 180 103 180   6]
,"[180 159 166 179 153 180  97 166  53 153  26  97  53 153  97 166 153 180
 166 179 180 159 179  80 159  35 179 180 179 136 159  80]",[123   9  91   9  71 165  73 151]
,[180 159 166 179 153 180 97 166 53 153 26 97 53 153 97 166 153 180 166 179 180 159 179 80 159 35 179 180 179 136 159 80],[123   9  91   9  71 165  73 151]
,"[ 55 159  55  83  55  35  55 126  55  35 108 126  39  82  39 126  39 126
  39 126  39 126  82  39 126  39  35  39 126  39  91  39]",[ 39  14 108 122  64  35  64  93]
,[55 159 55 83 55 35 55 126 55 35 108 126 39 82 39 126 39 126 39 126 39 126 82 39 126 39 35 39 126 39 91 39],[ 39  14 108 122  64  35  64  93]
,"[116 178  58   8  60 145  58 164  51  51 163  92  92  51 116  51  51 150
  67  67  80 144 161   8   8 140  62 146  88 137 129  51]",[177 164 164  51 129  10  10  10]
,[116 178 58 8 60 145 58 164 51 51 163 92 92 51 116 51 51 150 67 67 80 144 161 8 8 140 62 146 88 137 129 51],[177 164 164  51 129  10  10  10]
,"[  9  80 140   9 136   9  80 174   9  54   9  80  60  50  54  50  82 117
  50  54  50  82 177  50 123  50 166 140 159  82 159 166]",[179  80 179 166 138 180  82 180]
,[9 80 140 9 136 9 80 174 9 54 9 80 60 50 54 50 82 117 50 54 50 82 177 50 123 50 166 140 159 82 159 166],[179  80 179 166 138 180  82 180]
,"[123 165  78 128 134  10 177 134 128  58 134 128  78  16  78  54 144  78
 117  60  16 177  60 117  37  60 117  78  10  78  50 123]",[ 78 128  10 134 177 138 158 177]
,[123 165 78 128 134 10 177 134 128 58 134 128 78 16 78 54 144 78 117 60 16 177 60 117 37 60 117 78 10 78 50 123],[ 78 128  10 134 177 138 158 177]
,"[103 151 157 144  51  60 103 151  51 144  49  60  78  13  49 144   8  60
  78  13   8 144  62  60 152 151 144  60 152 151 116 144]",[ 60 152 151 157 144 116  60 152]
,[103 151 157 144 51 60 103 151 51 144 49 60 78 13 49 144 8 60 78 13 8 144 62 60 152 151 144 60 152 151 116 144],[ 60 152 151 157 144 116  60 152]
,"[ 53 153  53  17  63  13 123 173  63  26  26 136  63  26  97  26 123  63
 144 152  98  63  53  53 136  63  53 153  53  17  63  13]",[173  63  26  26 136  63  26  97]
,[53 153 53 17 63 13 123 173 63 26 26 136 63 26 97 26 123 63 144 152 98 63 53 53 136 63 53 153 53 17 63 13],[173  63  26  26 136  63  26  97]
,"[123 136  91  50 163 131  35  46 166 131  46  35  50  35  46  35 177 131
  46 166  97 131 166  46  35  46 166 179 138 131 166  97]",[131  85  97 180  85   7 159 108]
,[123 136 91 50 163 131 35 46 166 131 46 35 50 35 46 35 177 131 46 166 97 131 166 46 35 46 166 179 138 131 166 97],[131  85  97 180  85   7 159 108]
,"[179  14  46 165  14  17  14  51  73  14  17  14  49  78  50  29  54  50
   0  78  50 178  54  50   8  78  50  54  50   0  78   9]",[  9  29  78  50  54  50 116  78]
,[179 14 46 165 14 17 14 51 73 14 17 14 49 78 50 29 54 50 0 78 50 178 54 50 8 78 50 54 50 0 78 9],[  9  29  78  50  54  50 116  78]
,"[151 103 151  60 103 114 134 165  17 165 114 160 165 114 103 160  56 137
 160  13 160  45 160 131  45  77 174  73  71  73  77 117]",[ 77  45 117 118 161 117 151 165]
,[151 103 151 60 103 114 134 165 17 165 114 160 165 114 103 160 56 137 160 13 160 45 160 131 45 77 174 73 71 73 77 117],[ 77  45 117 118 161 117 151 165]
,"[ 35 180  50 103  13  35  46  35  50  17  50  17  13  78 122  13  17  50
  17  13  78  13  17  78 122  13  17  50  17  13  78  13]",[160  51  13  17  14  17  13 160]
,[35 180 50 103 13 35 46 35 50 17 50 17 13 78 122 13 17 50 17 13 78 13 17 78 122 13 17 50 17 13 78 13],[160  51  13  17  14  17  13 160]
,"[105 179  88 159  94  49 159  94  99  82  35  88  82  35 137  91  14 131
  91  35 137  91  14 131  91  35 137  91  14 131  91  35]",[ 91  14 131  91  35 137  91  14]
,[105 179 88 159 94 49 159 94 99 82 35 88 82 35 137 91 14 131 91 35 137 91 14 131 91 35 137 91 14 131 91 35],[ 91  14 131  91  35 137  91  14]
,"[ 73 144  80 136 144  73 144 152 144 159  73 144 179 136 144 180  73 144
  82 152 144 159  73 144  80 136 144  73 144 152 144 159]",[144 179 136 144 180  73 144 105]
,[73 144 80 136 144 73 144 152 144 159 73 144 179 136 144 180 73 144 82 152 144 159 73 144 80 136 144 73 144 152 144 159],[144 179 136 144 180  73 144 105]
,"[152  80  80 128 152  83 152  89  75 126  83 136 152 126 152 150 126 152
  42  42 152 177 158 152  42  93  42  93  70 116 100 154]",[ 55 180 152  55 131 152 126  97]
,[152 80 80 128 152 83 152 89 75 126 83 136 152 126 152 150 126 152 42 42 152 177 158 152 42 93 42 93 70 116 100 154],[ 55 180 152  55 131 152 126  97]
,"[153  97 177  53  26 159  26 128 159 123  26 128 159 123 100 128 162 123
 110 162  71 100 110  45  71 123  26 128 159 123  26 128]",[123  46 128  18 103  42  17 176]
,[153 97 177 53 26 159 26 128 159 123 26 128 159 123 100 128 162 123 110 162 71 100 110 45 71 123 26 128 159 123 26 128],[123  46 128  18 103  42  17 176]
,"[ 45  45  45 103  45  45 178 150  45 178 178 178 150  45 178 178   8 131
  51  45  88  45  45  45   5 103 157  45 105  99  45 178]",[151 180  71  46  17  94 136  94]
,[45 45 45 103 45 45 178 150 45 178 178 178 150 45 178 178 8 131 51 45 88 45 45 45 5 103 157 45 105 99 45 178],[151 180  71  46  17  94 136  94]
,"[105  98  17 130 102  46 115  18   9 127   7  91  97   7 115  82  18 115
 130 179 130  71 102 115  94  18 127  91   7 153  14  85]",[ 18   9  26  18 102  46 102 160]
,[105 98 17 130 102 46 115 18 9 127 7 91 97 7 115 82 18 115 130 179 130 71 102 115 94 18 127 91 7 153 14 85],[ 18   9  26  18 102  46 102 160]
,"[ 14 105 160  17  82  14 166 179  71  35  50 105  94  54  35  14  46 134
  82  14 105 160  17  82  14 166 179  71  35  50 105  94]",[ 35  14  46  87  18   7 105  46]
,[14 105 160 17 82 14 166 179 71 35 50 105 94 54 35 14 46 134 82 14 105 160 17 82 14 166 179 71 35 50 105 94],[ 35  14  46  87  18   7 105  46]
,"[153  50 166  68  50 166  68  50 166  68  50  85  68  91 130  68  91 130
  68  91  98   4   9 153   4   9 153   4   9   7 126   9]",[126  98   9 119 126   9  33 124]
,[153 50 166 68 50 166 68 50 166 68 50 85 68 91 130 68 91 130 68 91 98 4 9 153 4 9 153 4 9 7 126 9],[126  98   9 119 126   9  33 124]
,"[ 69 172  82 123  22 159  22  90  90  90  33  80  33  33   9  98  98  98
  82 119 119 133   7 133  36  36  98  36  36  53  98  98]",[119  98  36  66  50  82  78 123]
,[69 172 82 123 22 159 22 90 90 90 33 80 33 33 9 98 98 98 82 119 119 133 7 133 36 36 98 36 36 53 98 98],[119  98  36  66  50  82  78 123]
,"[  9  29  78  50  54  50 116  78 136 123 136  49  78  54 144  54 129  78
 123  13 123  88  78  71  13  71  78  71  13  71  78  71]",[71 78 71 13 71 88 78 71]
,[9 29 78 50 54 50 116 78 136 123 136 49 78 54 144 54 129 78 123 13 123 88 78 71 13 71 78 71 13 71 78 71],[71 78 71 13 71 88 78 71]
,"[ 76 109  26  78  18  26 109  26  78 127  36  74 127  36  78 127  26 128
 153 142 128  26 142 153 128  26 142  53 103  97 145 153]",[103 153  60  53 153 100  53 105]
,[76 109 26 78 18 26 109 26 78 127 36 74 127 36 78 127 26 128 153 142 128 26 142 153 128 26 142 53 103 97 145 153],[103 153  60  53 153 100  53 105]
,"[ 87 113  87 113  87 113  87 113  87 113  87 113  87  77 124  77 124  77
 124  77 124  77 124  77 124  77 124  77 124 142 149 142]",[142 149 142 149 142 149 142 149]
,[87 113 87 113 87 113 87 113 87 113 87 113 87 77 124 77 124 77 124 77 124 77 124 77 124 77 124 77 124 142 149 142],[142 149 142 149 142 149 142 149]
,"[137 114 108 131  55  55  13  97 108  70 108  48  12 108 131  55  55  13
  97 108  55 108  48  41 108 131  20  20  13  97 108  20]",[ 48 114 108 131  55  55  13  35]
,[137 114 108 131 55 55 13 97 108 70 108 48 12 108 131 55 55 13 97 108 55 108 48 41 108 131 20 20 13 97 108 20],[ 48 114 108 131  55  55  13  35]
,"[ 10  66  10  66  10  66  10  29  16  10 111  10 178 111  10  16 149  16
  16 123  16  16  65   0  59  65  30  65   8  30  65  59]",[112  59  59  25  25  54  59  59]
,[10 66 10 66 10 66 10 29 16 10 111 10 178 111 10 16 149 16 16 123 16 16 65 0 59 65 30 65 8 30 65 59],[112  59  59  25  25  54  59  59]
,"[ 19  19 155 155 155 155  19  19  19  19  19  19  19  19  19  19  19  19
  37  37  37  37  68  68  68  68 155 155  65   0  65   0]",[  0  65   0  80  65   0 124   8]
,[19 19 155 155 155 155 19 19 19 19 19 19 19 19 19 19 19 19 37 37 37 37 68 68 68 68 155 155 65 0 65 0],[  0  65   0  80  65   0 124   8]
,"[171  99 105  88 105   3  49 179   3  29 179 133 133  66 112  66 112  66
 112 141 124  82  22 124  80  11  28  11  28 133 112  54]",[ 54 117  54 117  50  82  19  35]
,[171 99 105 88 105 3 49 179 3 29 179 133 133 66 112 66 112 66 112 141 124 82 22 124 80 11 28 11 28 133 112 54],[ 54 117  54 117  50  82  19  35]
,"[ 32  41  86  95  28 132 169   6 169   6 169   6 169   6   5  74  49  51
  77  88  77  77  77  77  77  77  77  77 118 118 118 118]",[77 77 77 77 77 77 77 77]
,[32 41 86 95 28 132 169 6 169 6 169 6 169 6 5 74 49 51 77 88 77 77 77 77 77 77 77 77 118 118 118 118],[77 77 77 77 77 77 77 77]
,"[ 35 159  97 109 153 153 109  97  97 109 166 153  92 166 166 166 105  92
 166 166 166  46 166  53  97  97  53  53 153 180  55  26]",[ 53  53  97  97  85  85 166 166]
,[35 159 97 109 153 153 109 97 97 109 166 153 92 166 166 166 105 92 166 166 166 46 166 53 97 97 53 53 153 180 55 26],[ 53  53  97  97  85  85 166 166]
,"[103  82 150 103 151 103  94 150 103  13 103  46 150 103 165 103 131 103
 165 103 134 103 165 103 179 134 103 105 165 103  85 134]",[ 54 151  85 134 151  54 151  85]
,[103 82 150 103 151 103 94 150 103 13 103 46 150 103 165 103 131 103 165 103 134 103 165 103 179 134 103 105 165 103 85 134],[ 54 151  85 134 151  54 151  85]
,"[ 85  91  86  86  27  27  86  86  85  91  80  14  94  54  42  69  69  91
 156  54 179  28 136 176  14  14 160 136 152  14 160  71]",[ 44  44  99  99  14 160  14 160]
,[85 91 86 86 27 27 86 86 85 91 80 14 94 54 42 69 69 91 156 54 179 28 136 176 14 14 160 136 152 14 160 71],[ 44  44  99  99  14 160  14 160]
,"[ 78  35  17 159  35 123 159  35 159  82 129 180  80  46  80  29  46  80
  46  46  29 166  80  46  35  46   9  46  35  29 180  35]",[ 35 159  35 159  35  29 159  91]
,[78 35 17 159 35 123 159 35 159 82 129 180 80 46 80 29 46 80 46 46 29 166 80 46 35 46 9 46 35 29 180 35],[ 35 159  35 159  35  29 159  91]
,"[  1  26 131  63  26  97  97  55  26  97 180 180  97 180 159 159  55 180
 159  35  35 159  35 136 100 154  26 131  63  26  97  97]",[ 26  97 180 180  97 180 159 159]
,[1 26 131 63 26 97 97 55 26 97 180 180 97 180 159 159 55 180 159 35 35 159 35 136 100 154 26 131 63 26 97 97],[ 26  97 180 180  97 180 159 159]
,"[ 49  78  50  29  54  50   0  78  50 178  54  50   8  78  50  54  50   0
  78   9 136   9  29  78  50  54  50 116  78 136 123 136]",[ 78  54 144  54 129  78 123  13]
,[49 78 50 29 54 50 0 78 50 178 54 50 8 78 50 54 50 0 78 9 136 9 29 78 50 54 50 116 78 136 123 136],[ 78  54 144  54 129  78 123  13]
,"[ 66 123  50  22  82 159 155  82 159 158  80 179   9 105  82 166  50  82
 159 166 158  50  82 100 159 166 149  82 166  66 159 105]",[179  82 159 123  50  82 159 158]
,[66 123 50 22 82 159 155 82 159 158 80 179 9 105 82 166 50 82 159 166 158 50 82 100 159 166 149 82 166 66 159 105],[179  82 159 123  50  82 159 158]
,"[ 37 155  60  78 155 155 155  60 155 155  78 155  28 155 155  37 134  78
 126 126 126 134  58  58  78  58 126  58  10 177  78  10]",[ 10 177  10  10  78  10   3 126]
,[37 155 60 78 155 155 155 60 155 155 78 155 28 155 155 37 134 78 126 126 126 134 58 58 78 58 126 58 10 177 78 10],[ 10 177  10  10  78  10   3 126]
,"[166 166 105 142 102 102 102  98 100  17  36  36  36  36 123 100 102 102
 102 102 109 127 127 127 115 142  26  26 105 153 103 100]",[166 166 166 128 100 105 105 105]
,[166 166 105 142 102 102 102 98 100 17 36 36 36 36 123 100 102 102 102 102 109 127 127 127 115 142 26 26 105 153 103 100],[166 166 166 128 100 105 105 105]
,"[134  96  96  73  96 118  28 114 118 117 151 118 112 134  96  96  73  96
 118  28 114 118 117 151 118 112 117 118 151 132 112 118]",[151 118 112 117 118 151 132 112]
,[134 96 96 73 96 118 28 114 118 117 151 118 112 134 96 96 73 96 118 28 114 118 117 151 118 112 117 118 151 132 112 118],[151 118 112 117 118 151 132 112]
,"[126 129  73  73  73  73  73  73  73  73 179  73  73  73 180 166  13  13
  13  29 165 165 165 162 144 144 144 180 144 144 144 179]",[144 144 144   9  71  71 166  71]
,[126 129 73 73 73 73 73 73 73 73 179 73 73 73 180 166 13 13 13 29 165 165 165 162 144 144 144 180 144 144 144 179],[144 144 144   9  71  71 166  71]
,"[144  80 116 144 136  91 136 144 136 144 136  91 136 144  91 116 151 144
 136 144 151  50   8  78  13  54  13  78 136  88 152 151]",[151 152  35  99  13  71 136  71]
,[144 80 116 144 136 91 136 144 136 144 136 91 136 144 91 116 151 144 136 144 151 50 8 78 13 54 13 78 136 88 152 151],[151 152  35  99  13  71 136  71]
,"[ 11 153  46   7 132 118 153  77 127 102 115 124 127 153  85  15   7   7
 132 105 135 153 127   7  11 153  46 179  15  54 117  14]",[ 91 151   9  73  35  13  82 165]
,[11 153 46 7 132 118 153 77 127 102 115 124 127 153 85 15 7 7 132 105 135 153 127 7 11 153 46 179 15 54 117 14],[ 91 151   9  73  35  13  82 165]
,"[ 13  55 180  70  13  55 180  70  13  55  75 103 145  22 145 145 145 103
 145 152 180 154   9  89  35  80 152  89   9  55  13 126]",[ 13 126 159  13  55 159  13  55]
,[13 55 180 70 13 55 180 70 13 55 75 103 145 22 145 145 145 103 145 152 180 154 9 89 35 80 152 89 9 55 13 126],[ 13 126 159  13  55 159  13  55]
