,x_val,future
13924,"[139 178 158 117 178  65  76 101  20   2 169 130 177  47  78 177 130   2
 178  20 101 178  65  76 117 158 139 169  90 127 140  78]",[ 48  29 178  73  70 178  66  76]
13925,"[ 69 105  87  12 105 171 126  69  69 105  85  11  32  93 136   3  93  49
   6 165  49 143  49 165 181 109  93 181  17  93  25  80]",[ 32  48  22  93   3 175 165  85]
13926,"[108 169 135 104 104 104 104  91 104  33 104 129  73 104   9  86  31  59
  56 104  59  46  26  52 154   7  71  48  59  52  46  21]",[ 88  70  68  31 119 104 123 147]
13927,"[101 158 173 173  86 158 173 140 140  37 173 140  29  29 129 140  29  86
  86  95  29  86  37  37  89  86  37 129  37  75  70  37]",[105  37 105  93  37  75  70  37]
13928,"[ 73  64  88 149 119 149  88 149  88 149 119 149  88  73   1  88 105  70
 105  88  29 105  70  73  70 105 155  34 119  73   7  73]",[ 73 119  73 140  25 119 140  42]
13929,"[180 127 119 173 155  73 139 117  95 180  97  86 117  79  86 117  97  86
 140  95 173 140  86 173 140  86 173  11   0  90 140 134]",[140  86 173 140  86 173  97  86]
13930,"[136 136  98 163 163   4   4   4   4  98 169  52 169  40 169  52 169  78
 150  59 178  98 169 163   4   5   4 107  49 107  22  81]",[  9 115   9 150 107 167  42 122]
13931,"[ 22  21 169  70  29   7  75  42 123  73  29 107 119  42  55  98 113  54
  22  21 169  29  21 169  21 169  70  29 169 119 151  21]",[ 29 102  25 119 102  29   3  11]
13932,"[ 70  37  48  70  48 167 140  48  70 149  29  70 129  29 149   7  29 167
 140  48  90  70 140  48  90  37 117  90  90   7 158  29]",[  7 158  70  65 158  90 140 117]
13933,"[ 91  63 140  89  60 146 127 113  91  63 140 125  37 146  73   3  37 139
 125  73  19   3 140  73 127 113  66  63  73   7  66   7]",[ 12  70  93   7  90  42  70 167]
13934,"[ 46  52   1 132  86  73   4   1 142 142 178  93 129 142  52  55  78  71
  78   4 165  80  37  71  78  52 141 132 132 124  93 129]",[22 74 74 46 74 74 52 52]
13935,"[151 169 127  34 151 169 127  34 151 169 173 138  17 126 139 126  91 126
  91 126  91 126  91 139 126  91 126 139 138  91 126 139]",[ 91 126 139  57 154 150  79  57]
13936,"[180  95  97  86  97  66  97  86 180  93  97  70  97  80  97  70  79  17
 173  90  86 173 155 175  11 119   3  51 127  86 173  66]",[105  20  93 180  70 180 105 180]
13937,"[122  34  93 109  37   1  93  34 122 109 119 114 122 129 149 129 122 129
 122 129 149 129 122  29  40 129  40 149  40  66  40 149]",[ 40 149  40 129  40 149  40  66]
13938,"[139 158 155 139 117  11 114 141 139  97  11 141 173 158  11 155 139  11
 109 155 173   3  84 140 173  29  11 173  29  64   3 173]",[122   3 155  86  71   3 140 119]
13939,"[  7  11 127  90  70  73  29  48  73   7  29  11  48   7  11 127  90  70
  73  29  48  73   7  29  11  48   7  11 127  11  48 127]",[ 90  11 173 127  79  90 117 173]
13940,"[159  38 159 159 159 159  79 173 159 159 159  38 159  14  92  35 159 159
 159  38 159 178 171 159  11  11 140  11  95  92  38  11]",[140  11  38  11  95   7   7  38]
13941,"[105  88  29  26 129  37  86  37 129  37 129  37  86  37 129   3 164  37
 119  25 119  37 119  37 119  25 119  37 140  10  37 119]",[119  37 119  37 119   7  29 119]
13942,"[161  48 173  48  86   6  48  11  90  48  70  55  48   3 127  86  66  84
  86  48 127  86  66   8  86  48  11  86  80  95  86  48]",[ 70  80 165  70  25   3  70 105]
13943,"[ 22  93  80  93  70 173  90 127  25 113  93 173  66  93 158  86  79  25
  22  93  70  93  90  80  25  79 113  93  86  93 173  66]",[ 90  22  93  80  93  70 173  90]
13944,"[119 124  86  30 119 124  62 155  30 119 124 119 124 124  18 164  30  10
 132  10 132  54 125  54 125  89 165  54 125  89 165  99]",[ 89  88  76 125   8 149 125   8]
13945,"[ 65  35  38  65  35  95  65 180 133  79  95  22 180  81  79  22 180  81
  97  22 158  81  79 173  89  79  26  97  79  89  97  90]",[ 79 173 144  86  16  25  29  62]
13946,"[140  86  11 151  37  11 122  93   3 155 153  52 122  29   3  29  25  26
   3  29 140  26  26  26  25  26   3  29 140  26  26  26]",[173 155  29 135  10 127 173 155]
13947,"[145   6  49  95  18   0  31  26 148 143 148  71  19  68  19  67  68  19
 148 145 134  68 134  68 134 104 138  68   9 115 145  27]",[128  68  62  64  67  72 135  67]
13948,"[ 11 140 155 173  79 158 132  97 180 132 101 111 153 119  35 157 153 119
 177  36 120 116 119 120  36 177 157 116 119  35 111 101]",[ 97 158 112  97  65 112 101 111]
13949,"[122  42 113 125 149  12 113   8  95   8 113 105 125  89 167  88 167  89
 149  34 113 122  88 122 113 122 113 122  88 122 113 149]",[113 167 129 167 113 167 113 167]
13950,"[129  11   7  86  29 129   7   7 122 119  25  93  11 155 119  73  88  11
   3   6  66  86  95   3  48  80  86  95  48 127  84  66]",[ 95 127 127  66  86  95 127  11]
13951,"[105 180  70  79 175 173  90 173  11  48  86  80 165  93  95  49 122 115
   8  22 173 127   3 109 127  97 127   3  84 127 173 117]",[ 48   8 127 155  79   3  25 122]
13952,"[165  55  95   6 165  55  95   6 165  55  95   6   4  88 129 178 165 149
  37 178  76  70  73  29 169  48   7 140  78 127  90 139]",[158 117 178  65  76 101  20   2]
13953,"[ 42   6   4  42   6  42   6  42   6  42   6 148  42   6  42   6  42   6
  42   6   9  42   6  42   6  42   6  42   6 104  42   6]",[  6  42   6  42 141  46  46   4]
13954,"[  7  93  66 170 127   4  81  71 108 162 170 170  76  76  50 160 170 162
 170 162  54 138  55 138  24  57 138  57  28  28 138  55]",[ 91  57 138  57  85  91 138  55]
13955,"[ 42  98 169  52 169  40 169  52 169 136 136  98 163 163   4   4   4   4
  98 169  52 169  40 169  52 169  78 150  59 178  98 169]",[  4   5   4 107  49 107  22  81]
13956,"[ 90 167 101  90 101   2 178  90 167 101  90 101   2 178  90 167 101  90
 101   2 178  21  39  21  39 150 137 127 167  65 127  65]",[ 76 127 167  65 127  65  20  76]
13957,"[  3  89  86  37   3 122 119  37  29 119  80  29 119  80  29  64 119  80
  25 119 105  25 119 105 119 141  80 129  29 119  80  25]",[119  80  86  89  37 129 173  84]
13958,"[ 78 150  78 150 133 150 133 150 169 126  54  78 150  78 150  78 150  78
 150  48  78  78 150  15 126  78 150 150  54 150  54 150]",[166  54 150 175 150 175 150 175]
13959,"[ 55 127 113 118 151  90  55 127 113 118  52  90 127 173  90 127 173  90
 127 173  90 127  90 127  11 127  11   7  48   7  11   7]",[127  90  70  73  29  48  73   7]
13960,"[ 23 107 171 107 153 171 153 174 153 174 148 143 148 174 148 143 174 136
 143 136 124 143 124  23 124  23 148 148 148  23 148 124]",[ 62  10  53 145  53  10  62  52]
13961,"[ 70 141  37 129 167 129  37 129  42 141  37  70  29 141  70  37 129  37
  70  66  32 141  86  29 119 141  73  29  66  86  29 119]",[141  73  48  80 141  70  29  80]
13962,"[ 20  76 127 167  65 127  65  20  76 127 167  65 127  65  20  76  78 137
  78 137  76 123 140 167 117 140 117 101  78   7 167 158]",[158  65  98 140 167 117 140 117]
13963,"[  0 156  94  23  35   6  49 111  49 111   9  84 171  27 156   0  23  27
 110 108  64   0  23 110  43 136  42 144 144 136 144  22]",[ 35   6  43  95 107  51  43  85]
13964,"[165   7  93  48  88  25 165  73  66  48  70  25  70 165  48  25   7 140
  73 127 155  25  90 155  48  90 127  73  90 139  66  79]",[ 70 117 158  73 117  65  25 117]
13965,"[  6 158 109 127   6 158 109 127   6  29  84 127 109 137  46 124  54 124
  54 124  54 124  54 178 165  48 101  70  89   1   8 138]",[  1 113  34  95   6 167  42   8]
13966,"[130  66   2  70 130  66   2  70  98  29   7  65  29 158   7 130  37   2
  70 130  37   2  70 101  48 117 140 101  48 117 140  20]",[ 73  65  29  48 158   3   7  90]
13967,"[ 85 104  79 175  46 117 170   6  65  95 170   6  65  95 174  42 180 167
 174  42 180 167 143 138  35   8 143 138  35   8 118  12]",[ 93 118  12  35  93 169  52 169]
13968,"[  6  29  84 127 109 137  46 124  54 124  54 124  54 124  54 178 165  48
 101  70  89   1   8 138  89   1 113  34  95   6 167  42]",[138 178   8 167 178  88 129 165]
13969,"[ 74  22  90  89 173  37 140 129  29  95  86  89  45   6 125  12  45 141
  45  55  11  84 140 105   3  95  86  89  37  84 180 108]",[ 97  79 140  75  65  52 180 158]
13970,"[  6 127   7 146 125  90 140 155  63 111  65 139 155   7  73  64 119 149
 119 125  73   7 155  63 111  65 139 155   7  73  64 119]",[119 125  73   7 155  34   7  73]
13971,"[ 53  21  53  74 153  40  10 142  53 142 142 142 142 142 142 142 142 178
 150  39  21 131 169  78  54  59 154  59 154  59 154  59]",[  4 133   9  31 170 104 170 170]
13972,"[141 129 124  22 129 124 122 129 114 129 103 141 129   3 103 122 129 103
  88  52  29   1 129  26 141 129  26  89 129  26  95 129]",[  1 129  26 113 129  26  29  89]
13973,"[125   3 125 105 119  73 119 105 119 105 119   7  73 125 119 141 105  84
   3  84  66  86 173 149  86  29 127 129  86  29   7  95]",[29  3  8 86 29  7 86 29]
13974,"[145  81 148  81  81  81  38 148  52  52 145  81 148  11  11  11  81  11
  11  11  11 168 140 140  11  11  11  11  11  11  49 173]",[ 11  11  11  11  11  11 168 127]
13975,"[165 166 105 180  80  51 105  20  51 105  20  51 105  20 166  86 180 166
  25 180  48 166   3 180  11  51   3  26  84  26  26  89]",[134  49 125  49  49   6 134  45]
13976,"[149  76  88 154 165  76  93  12 162 172  12 113   7  12 125  85  42  85
 149  63 119  85  70 167  85  42 167  85 149 118  66  85]",[136 129 151 149 136 165  55 136]
13977,"[ 84   8  95 143  84 122  95  13  84   8  95  27  84  95  49   6  40  49
  40  40  40  40  40  40  40  40  40  40  40  40  40  62]",[161  13  84   8  95  13  84   8]
13978,"[ 30  66  93 119   3   7 122  11 124  66 129 119  29 127 122 155  30  66
  93 119   3   7 122  11 124  66 129 119  29  10   4  10]",[10  4 10  4 10  4 10  4]
13979,"[165  55  93  12 165  55  93  12 165  55  86  95  48 165  86  95  80  22
 165  55  95   6 165  55  95   6 165  55  95   6 165  55]",[  6  25  93  48 165  25  93  70]
13980,"[164  18 164   9  28   9 160 108  87 108  87 145 170 145 170 104  43 148
  81  90 173  90  11 126  11  48  70  70 107 167  98  95]",[167 113  42 123 167  85  11 167]
13981,"[139  79  65 117  91  48   9 165  73  48 127 139  48 126  88  21  21  54
 126 150  78  37  70  48 140  70 150  37 176 176 178 150]",[129 178 123 169 104 139 123 169]
13982,"[ 22 122 129 113   8 129  29  22 122 129  11 155 141  22 129 155  22 122
 129 155 113   8 129 155  22 122 129 173  89  95 129  89]",[105 155  22 129  80  22 122 129]
13983,"[ 38  95  38 145 153  95 153  95 134 145  83  95  83  95  38 145 153  95
 153  95 153 145   6  38   6  38 145 153   6 153   6 134]",[ 83   6  83   6  38 145 153   6]
13984,"[143 138  35   8 143 138  35   8 118  12  35  93 118  12  35  93 169  52
 169  52  70 169  52  66  83 172 167  12  83 172 167  12]",[172 167  12  83 172 167  12 178]
13985,"[167 119 122  70 167  73  88  29 129 140 165 165 149 165 149 165 149  37
  66   8  70 167  73  88  25  93  29 129  48 165  29 129]",[165 162 162  28 126 127  88 140]
13986,"[ 66   8  80  22  66   8  80  22  66   8   3 105 127  66  11  80   3 105
  86  95  66   8 105  84  66   8 105  84  66   8 105  84]",[  8  11  80 127  66  11  80  48]
13987,"[  9  87   9  28  18  69 174  41   9 115 115 148 102 166 166  68  27 143
  46 108 102  18  16   9  13 148  68  27  27  27  27  68]",[145  84   8  95   8 145  84   8]
13988,"[167 165   9   8 165  95 148 165 148 167  80 165  80 104 167  66 129  76
 117 155  90   9  48  48 148 119  70 165  97  31  90 173]",[  3   3   9  70  86 105 101  18]
13989,"[ 88   7  73   7  10   7  73   7  88  11  73 166 155  73  11  88   7  73
   7  10   7  73   7  88  11  73 166  73 145 145 155  11]",[  7  86   7 151   7  86   7  95]
13990,"[129  37  86  37 129  37 129  37  86  37 129   3 144 167  37  70  25  70
  37 119 122  37 119  25 119  37 140  10  93  37 119   3]",[ 37 119  37 119   7  29 129 119]
13991,"[ 25 113  66   8 149  93  25 113  66   8 149  93  28  28 170 170 160 160
 170 170 170 170  28  28  28  28 127  25 113  12  66   8]",[ 93  25 113  66   8   7  93  73]
13992,"[129 103  52 103  52 103  52  50  52  50  52  50  52  50  52  50  52  50
  52  50  52  81 108 152 108 152 108 152 108 152 108 152]",[152 108 152 108 136 148 120 157]
13993,"[ 48  55   7  11   7  11 127  90  70  73  29  48  73   7  29  11  48   7
  11 127  90  70  73  29  48  73   7  29  11  48   7  11]",[ 11  48 127   7  90  11 173 127]
13994,"[177 180 111 158 180 155 132 158  11 155  29  11 119  29  80 119 129  80
 122 129  80 119 122 129  80 119 122 129  80 119 122 129]",[119 122 129  80 119 122 129  80]
13995,"[ 95  80 165  95  22  55  49   6  55  22  45  55  22  95  27  95  66 105
  95   8  84  27   6  84   8  17  84   8  95  49  95  86]",[165  95  22  49  55   6  32 107]
13996,"[143  51 109   6  84 109   6  84 180 173 109   6  97  84  51 109   6  51
  84 179 109   6 173  84 175 109   6 175  84   3 155 109]",[127  84 131 109   6 131  84  86]
13997,"[ 31 148  68  46  37  25  29  25 153  52 155  95  88  95 122  71  18 148
  46  52  71  80  48   3  48  83  71  71  80  48   3  48]",[ 71  71  80  48 110  37   3  71]
13998,"[ 65 136  93  97 117 165  11   3  79  48   6 173  11 107  95 155   3  51
 127  48 124  11   3  84  20 101  27  20 101  20  97  27]",[ 79   8  13 173  13 110  22 117]
13999,"[  9  28   9  28   9  28   9 131 126  91  91  54  54 126  54 126  54 126
  54 126 146  83 146  83 146  83 146  83 146  83 146  83]",[126 156 150  46  54  91 104 100]
14000,"[ 43  27  11   8  13   3  13   3 110  22  23   0 156  94  23  35   6  49
 111  49 111   9  84 171  27 156   0  23  27 110 108  64]",[ 23 110  43 136  42 144 144 136]
14001,"[ 25  11  90  85 148  85  85  69 104 104  69 104 174  46 103   9 162 108
  80  86  48  11 173 117 107 145 107 107 174   4   4 174]",[143   9 118 108 118 169 148 150]
14002,"[104  46 104 148 104   4  46 145  46  46  46   4  46 145  46 108  68  71
   4 104   9  31 104  31   9   4  46 145  52 104 145  52]",[104  52 145 145  52   4 108  68]
14003,"[ 98  62  98   9  62  98 118   9  62  98  62   9 118  98  62   9 144  41
 144   4  41 144  41   4 175 143 175 145 143 175 143 145]",[ 17  62 104  17  62  17 104  69]
14004,"[ 46 139  59  59  78 154  78 154  78 154  29 127  63 140  90  63 127  77
  26  77  26  59 154  59  59  59  59  59  59  59  66  66]",[ 66  66  28 170 160 170   5  70]
14005,"[132 155 122 132 122 141 158 124 122  97 122  84  30  79 122  97  97 122
  22  10 122  58 179 124  10 155 122 124 122 125 124 122]",[ 83   6 122 107 122  83 178  83]
14006,"[101 180  97 158  79  83 122 173 155 140  11   3  29  83 122  25  86  70
 119  11  42  79  11  79 180  81  11  42  79  11  79 180]",[ 79  42 180  79 180 157  81 180]
14007,"[140  89 173 140  29  29  56 140  29  86  29 155  64  79 155   3   3  58
 155   3  25   3 155 141 158 155  11  11 132 155  11  29]",[180 141 111 180 158 158 180 158]
14008,"[ 33 104  63   9  28   9  28  71 137  46 145 145 145 145 145 145 145 145
  48  54  54  91  28  28 137 137  28  28 145 145 145 145]",[145 145 145  48  54  54  91  28]
14009,"[ 48  49 175  49 175  49 175  49 175  49 175  49 175  49 175  49 175  49
 145  27  49  16  49  46  16  49  27 174  27  27  80  27]",[ 87 108 121  87 160  87  68 160]
14010,"[122  79   0 179  79 138 179  64  97 179   3 159 179 173   3  79 179   3
  97  17  43   3  17  90   3 173  26   3 180 143  29  97]",[158  29  79 143 173  29 180 143]
14011,"[117 158  73 117  65  25 117  79  70 139 117  73  79 139  48  90 127  91
 165  88   8  25  93  48 165   7 149  11  80 140  37 127]",[140  37 127  66 139  73  90  70]
14012,"[ 90  70 127  73 140  25  28  28 126  91 126  91 126  91 126  91 165  66
 125   8 169  85 165  55 149 113  80  22  66   8  70 167]",[ 88 105  84  73  88 149 113  25]
14013,"[156 165 149 150  37  66  78 119  70  46 119  70 156  55 113 150  89   8
  78 122 167  46 122 167 122 167  88 129 165 149  37  66]",[ 70  73  29  48   7 140 127 155]
14014,"[  3  86  11  93   3  70   3  80   3  70  11  17   3  48  86   3  11   0
 127  86   3  51 108 108  20 180  93  65  25  65  17  65]",[ 65  93 180  25 124  25 111 180]
14015,"[ 29 119 155  11  29  29  52  11 155 148 155  18   3  25 155  18   3  25
 155  18   7  29   3  18 155  79 158   4 155  29 158 140]",[158  18 155   7   7 155 139  90]
14016,"[117 119  79  70 139  73  90  25 147 113   7 149  34  65 113  79  70  90
  25  79  70  90  25  79  70  90  25  79  70  90  25  79]",[90 25 79 70 90 25 85 93]
14017,"[104  33 104  63   9  28   9  28  71 137  46 145 145 145 145 145 145 145
 145  48  54  54  91  28  28 137 137  28  28 145 145 145]",[145 145 145 145  48  54  54  91]
14018,"[ 25  93  29 129 119 122  80  22 129 141  74 141  55  84  74 113  74  22
  90  89 173  37 140 129  29  95  86  89  45   6 125  12]",[141  45  55  11  84 140 105   3]
14019,"[ 95   6 105  84  66   8 105  84  95   6   8 138  84 109   8 138  84 109
   8 138  84 109   8 138  84 109   8 138  84 109   8 138]",[109   8 138  84 109   8 138  84]
14020,"[ 90 167  90  90  93  79  79  82  83  79  97  83   3  17 127 127 127 173
  95 173 173 105  97  97  97  51  17  51  17  51 135 160]",[ 51 111  20 173 175  20 180 178]
14021,"[ 11  68 105   3  25   3  52 105  29  86  29 108 105  25 119  25 145 105
  86  37  86   4 105  70  37  70 105  70  37  70 105  70]",[ 70 105  70  37  70   4 105  70]
14022,"[  7  22 127 173  86   7 127 173  86   7   8 127 173  86   7  11  90  70
  25 167  11  90  70  25  11  90  70  25  95  11  90  70]",[  7 173  86  25   7 173  86  25]
14023,"[127  90  70  73  29  48  73   7  29  11  48   7  11 127  11  48 127   7
  90  11 173 127  79  90 117 173  79  90 173 127  90  11]",[ 7 11 48  7 25 48 86  7]
14024,"[ 90 117 173  79  90 173 127  90  11 127   7  11  48   7  25  48  86   7
  11   7  80  48  25  86 165  70 119  70 129  88 167 122]",[113 149 165  37 119  70 129  73]
14025,"[ 90  93 162 169 139  88  15 176  79 167 162 169 139 113  73  76   7 127
  73 127  34  40 113 140   1  40  89   7 138  40   8 140]",[ 37  56  86  29  37  48  30 125]
14026,"[ 68 178 156 178 156 178 156 178 156 178 156  26  52  26  52  26  52  26
  52  76  43  76  43 176  71 176  71 107   0 107   0  78]",[ 78   4   4   4   4   4   4 137]
14027,"[173  29  64   3 173  73 122   3 155  86  71   3 140 119 141  29  11  86
 129  29 140  73  29 155  86  89 129  29 140  29  86  37]",[ 37 129  95   1 129  37  86 141]
14028,"[ 29  86  29 140  29   6 141 140 173 158 141 173 140  29 140 173 127  32
 141 173 158 155 141 139 158 155 139 117  11 114 141 139]",[ 11 141 173 158  11 155 139  11]
14029,"[158 155 155 158 155  11  11 155  11  29  29  11  29 119 155 119 158 155
  11  11  80 155  11  29  29 129  11  29 119 119 122  29]",[ 80  80  22 119  80 129 119 122]
14030,"[ 37  48  70  48 165 140  48  48  73  11  48 119  11  73 155  11 119  48
  70 140  48 140 167  90 140  70  66   7  70   7 149 127]",[ 70  37  48  70  48 167 140  48]
14031,"[134  46  68 134  31 148 148 145 175 175 173 175  26  68 134  82 134  19
  26 134 173 148  31  26 178  68  26 154  13  26  13  22]",[ 46 148  45  18 124  44  44  45]
14032,"[  4  37  29   4  14 159  29   4   7  66   3  29 153 119 122  64 119 122
 116 119 122  64 119 122 119 122 132 141 122 124  29 122]",[122  84  25  30 122   3   3 122]
