,x_test,future
6449,"[  6  48 143 175   6  48  55  61  42  61  42  48  55  61  42  48  55  61
  42  48  55  61  42  48  55  28 138  48 127 139 117  20]",[127  66 139  73 117  48  20 127]
6450,"[ 65  85 117  65  41 117 130 156   2  20  91   2 154  20   2  63  20 101
  54  65 117  41  65  85 117  65  41 117 130 156   2  20]",[130  54  20 130  91  20 130  54]
6451,"[ 60 116  60  19 154 178 146 176  98  21  53  21  53  21  53  10 112  53
  21 112 112 112 112 112 112 164 164 164 164 164 164 180]",[111 180 158 158 132 180 158 155]
6452,"[ 86  66  32 141  86  29 119 141  73  29 119  73  48  80 114 141  73   3
  80 141  86  29  80 119  73  86   1 141  29 140 173 141]",[ 29  86  29 140  29   6 141 140]
6453,"[ 55  46  46  46  46 104 104  31  31   9   9 137 137 137 137 137 137 106
   4 106   4 106   9  31 151 104  78  46  78 150  78 150]",[ 55 113  61  55 113  24  89  54]
6454,"[ 66  35  52 101  20  76 173  35 101  20 173  35 101  20 173 158 123  65
  20  35   4  22 165 167 165   9   8 165  95 148 165 148]",[ 80 165  80 104 167  66 129  66]
6455,"[119 124  62 155  30 119 124 119 124 124  18 164  30  10 132  10 132  54
 125  54 125  89 165  54 125  89 165  99 125  89  88  76]",[  8 149 125   8 149 125   8 149]
6456,"[ 64 129 149  70  29 138 129 149  70  29 173 129 149 119  29 129 149 173
  86  29  79 129 105 158  86  29  79 129 105  86  29  64]",[105  86  29 129 105 173 119  25]
6457,"[ 93 105  27 105   3  86  66 105  95  27   8  84   6  17  84   8  95  35
  17  36  36 157 120 120  35  17  36  36  35  45  47  47]",[177 177  35 157 157  76 177 177]
6458,"[ 25  10   3  29  25  26   3  29 140  26  26 129  25  26   3  29 140  26
  26 129 127 173 155  29 135 129 127 173 155  29 135 129]",[ 89 129 139 173 165 155 105  89]
6459,"[125 122  88  49   0  95  95  95  95  95  13  17 175 143  17   6  84  95
 175   6  22  95  13   6   8  95  49   6 122  95  86 107]",[  0  68  51 109  94  94  94  94]
6460,"[ 48  88 155  48  89 139  29 167  90  70  55 140  37  88  48 149 113  29
  70 129   7 149 113  48 119 165   7  48 113 119 149  88]",[ 29 167  70  29  88  48   7 129]
6461,"[ 97  97 122  22  10 122  58 179 124  10 155 122 124 141 122 124 180 122
 101 136  12  22 136  97  22 180  22   6 158 143  22  14]",[ 18  97 153  10 119 122 132 141]
6462,"[  3 132 114 141 132 132 132 132 132 132 132 132  80 132 132 132 119  52
 141 114 132 132  52 132 132 132  52 132 132 132  52 132]",[132 108 172  12 121 121 121 121]
6463,"[155   7   7 112 155   7  29  29   7  29 119 144 102  98 112  67  67 111
 113 130 111  65  65 147 111  65 139 139  65 139 155 155]",[139 155   7   7 155   7  73  83]
6464,"[ 95 105  84  89  95  68 105  31  84  89  95  31 105  68  84  89  95  68
 105  71  84  89  88  71 105  31  84  89  88  31 105   9]",[ 95 129   9 105  68  84  95 129]
6465,"[ 84  66 127  13 127  66 127  64  25  80  25 164  80  11  42   7  80  11
   7 168  11 127  80  11  86   6  80  95 165  66 105 119]",[ 9 84 66  9 13  9 66 68]
6466,"[ 97  79 122  97 158  79 105 173 155 127  11   3  29  95  25  86 119 105
  66  80 105  80  66 119  93  66 119  70 105 119  70  86]",[ 86  73   8  86  73  25 105  73]
6467,"[ 26  83  71  19 154  97  89   3 154  88   3 139  88  73  76 149  73  90
 125  25  83  88  25  77  71  73  76  63  73  79  88   3]",[ 25   3 154  71   3  91  63   7]
6468,"[138  36 109 161  96  96 123 123  48  80   7 149  11 165 127 129  88 167
  70  66  73  29  48  80   7 149  11 165 127 129  88 167]",[ 66  73  29  48  80   7 149  11]
6469,"[176  10 176  10  39  21  39  21  39  21 169 150  11  48  70  80  48  22
  11  55  90  42 117  32 180  57 136 150 136 150 136 150]",[175  45 175  45 175 143  13 140]
6470,"[129 148  40 129 140 150 101 117  90 140  48  70  89  37 165  37 167  70
  48 140 150 101 117  90 140  48  70  89  37 165  37 167]",[ 48 140  55  48  70  90 167  37]
6471,"[  8 129 155  22 122 129 173  89  95 129  89  93 105 155  22 129  80  22
 122 129 140  84 122 129  84 122  93  11 141 122 105 141]",[129   3  89 129 105 140  95 129]
6472,"[177  37  86 177  35  35  29 177  35 101  35  86 177 119 129 120 177 111
 111  29 177 111 180 111  73 177  26 177  35  35 177  35]",[101  35 101 158 158 101 158 173]
6473,"[ 76  93  12  76  76  93  12  76  93  11  22  70  93  11  22  90  32  70
 174 136  32  70  93  11  22  70  93  11  22  90  32  70]",[136  32 136  32  70 174 136  32]
6474,"[ 56 158  56  26 139  89 173 155  89 140  59 154  59  89  59  89  59  88
  88  59  88  88 140  59  90 127  88 140  88   7  91 140]",[127  90   8 139 158 131 139 167]
6475,"[ 81 174  81 174  81 174  22 167  93  80  70  25 104 148 148 108 152 108
 152 170 152 108 152 108 152 108 152 108 152 108 152 108]",[108  93 149  66  86  25   7  31]
6476,"[ 73  29 142   1  89 140 142 100  57 119  55  48  57 119  55  48  44 114
 141  70 129  73  29 142   1  89 140   1 142  89 140 114]",[57 55 55 55 78 57 55 55]
6477,"[119  25 119  37 140  10  93  37 119   3 119  37 119  37 119   7  29 129
 119 149   7  10 141 149 119  29 119 149 119 149 119  29]",[125 149   7  42 149  70  29  70]
6478,"[129 167 127  55 167 149 167 140  55 167 165 167  46  55 167  37 167  55
 167  52  37 167  71  55 167   4  37 167   9  55  88  66]",[139  55  88  66  88   7  55 167]
6479,"[171 156   0  27 127  11   8  13   3  13   3 110  22  23   0 156  94  23
  35   6  49   2 111  49 111   9  84 171  27 156   0  23]",[110 144 167  85 116  83  85  83]
6480,"[ 25  25  25  25  25  25  25  25  25 133  29  29  29  98  98  98  98  98
  98  98  98  98  98 133  33  98  98 133 133 133  56  98]",[133  33  98  98 133 133 133 133]
6481,"[108 126 145 174   4  13   9 150  31  13   9 150 148  69  68 103  46  69
  68 150  31  13   9  41   4 126 145 150 108 126 145  87]",[115   9   9   9  87 108  46   9]
6482,"[ 73 139 173 139 117  79 139 180  65 117  79 139  90 139  90 127  11   7
  48  25  73  48  25 170  73  25   7   3   7 127 140 127]",[139  79  65 170  97  65  20 101]
6483,"[114  22  32 141  64  22 122 114  32 141 114  22  32 141  64  22 122 114
  32 141 114  22  32 141  64  22 122 114  32 141 114  22]",[141  64  22 122 114  22 122  22]
6484,"[ 74  40  74  40  74  40  74  40  74  40  74  29   1  21 142  21 142  21
 142  21 142  21 142  90 142  21 142 155 142  10 142 140]",[ 53 142 140  64  53  74  53  74]
6485,"[159 159 159 159 159 159 157  35  38 159 159 159 159 159 159 159  79 173
  38 159 159 159 159  14  92  35  38 159 159 159 159  25]",[ 38  58 158 132  97 180 132 101]
6486,"[ 11  86  80  95  86  48  11  70  80 165  70  25   3  70 105  32  70  25
   3  66 105 138  66  86  48  66 165   6  66  70  48  37]",[ 55  37  25  70 165  89  70  25]
6487,"[141  13  26  13  84  31  26  53  62 141  31  26  53  62 141  31   0 175
   0 148   6  54 135  54 125 148   0 175   0   6 148 175]",[  0   6 148  26  13  26   6  68]
6488,"[ 23  69  76  69  76  69  76  69  76  69  76 126  91  23 126  23 126  76
  69 126  91 126  91  76  69  76  69  76  69 162  69 174]",[ 69  76  69  76  69  76 174 126]
6489,"[ 97  22 158  81  79 173  89  97  26 173  89  97   8 158  51  79   8 173
 155 122 158 102 155 122 158  22 117  80 155  22 117 113]",[149  17 113  20  84  13  27  35]
6490,"[  4 136 148  11 104 136  46 174 108  49 143  49 143 107 143  95 171 174
 107 143 107 143  95  41  18  28   9  28   9 126  71  91]",[126  71  91   9 127  31  91 104]
6491,"[ 10  41 102 153  10 153  10  62  30  10 124  10 124  18  41 102 153  10
 153  10 144  18  98  10 144  18 144  18  98  10 144  18]",[  9 128 155 155  98  18 144 173]
6492,"[132 141 122  29 124 122   3  84 122  25  30 122   3   3 122  22  10 122
  58 179 124  10 119 122 124 122 141 124 122  30 124 122]",[102 122 124 102  22 122  10 122]
6493,"[ 87   8  87   8  28   8  28   8  28   8  87   8  12   8   8   8   8   8
   8   8   8  25   8   8   8   3 127  66  25  12   3 127]",[ 25  12   3 127  66  73 138  48]
6494,"[ 22  11  32 140   1  37  89 140   1 153  32 144  62  22 144  62  32  85
  86   6 173  79 158  97 180  22  11  80 180  22  11  80]",[ 22  11  80 144 113  62 149  85]
6495,"[ 68  75  68  75  68  75  68 100   3  68  17  86  95  25  93  48 165   3
 105  11  80 127  66 155 119 173  86  79  25 173  86 155]",[127  66 140  37   3 105  25  93]
6496,"[ 35 158 177  35  20  65  35  20  35 158 177  35  20  97  35  20 158  35
  97  36  35 158  20  97  35  20  35 158  36  35  20  97]",[ 20  35 158  36  35 111  97 157]
6497,"[ 61 150  61 150  61  46  61  46  61 108  71  41   4  91 126  91 126  91
 126  54  54  54  85  91 150  61 150  61 150  61 162  54]",[ 91 150  91 126  91 126  91 126]
6498,"[  1   1   1 140   1   1   1   1  34  57 114  59  78  78  78  78  78  78
  78  78 139 154  78  78 139  88  37  78  78 117  78 149]",[139 165  78  78 117  54  78  78]
6499,"[149  89  71 125 105  89 105  88 105  71  89 105 145   1 149  31  26 149
 104  17 149  52  26 149  71 125 105  89 105  88 105  73]",[105  86   1 149 140  26 149   7]
6500,"[ 64 122 122  64 122 122 164  64 122 122 124  10 124  10 124  10 124  10
 124  10 124  10 176  10  11  29 119  80 119  29  11 155]",[ 46  68  66   8 119 122 105  84]
6501,"[ 79 119  79  93 149  66  93  80 119  36 177  93 149 157  66 157  93  80
 157 119 157  93 149  66  93  80 119  25  29  93 149  25]",[ 25  93  80  25 119  25  93 149]
6502,"[125  88 105  37  83  88 105 119 176  88 149  37  83  88 105  86   1 149
  37   7  89 149  37  29  95 149  37  86 129 149  37  73]",[ 88 105  37  83  88 105 119 176]
6503,"[ 21 169 150 176 158  54 176 166  63  21 169  78  98 169 123   4 123   4
  48 147 104 123   4 123   4  48 147 104 123   4 147 104]",[142  31 119  54  37  80  40 119]
6504,"[ 12  68  93  46  64 108 122  68  32  46  22 108 138  71   8 108  18   9
  91   9  91  18   9 148 148  12  68  93  46  64 108 122]",[ 32  22  71 138   8 108 172  12]
6505,"[ 89  37   1  95 129   7  89 149  37  29  95 149  37  86 129 149  37  73
 125  88 105  37  83  88 105 119 176  88 149  37  83  88]",[ 86   1 149  37   7  89 149  37]
6506,"[155  86 140  90  86 140 158  86  11 173  93  11 155  37  70  11 158 119
  11  83  70 140  90 129 140 155  86  80 140  90 119 140]",[ 29  11 173  93  11 155  37  70]
6507,"[ 70 169  21  66   7  55  21  21  21  66  78 150  55 113  89 113  55 141
 125  98  42 167 167 167  98  42 167 167 167  82   1  89]",[ 89  88  76  34 113 113 178 113]
6508,"[153  10 144  18  98  10 144  18 144  18  98  10 144  18  98  86   9 119
  98  18 144 147 140 147 122 118 140 129 105 127 129 147]",[165 169 129  63 135 158  98  70]
6509,"[122 119 165  70  29 129 167 119  88  37 167 119  88  70  29 129 119  93
  29  70 129  37 167 119  29 141  88  37 167  80 122  78]",[119  29  88  37 167 119  88  80]
6510,"[103 122 129  88 129  29 114 129 103 141 129 103 122 129 103  88 129  86
   1  95  53 141  95  53  89  95  53  95  95  29 109 105]",[105  64 105 122 105  29 114 129]
6511,"[ 69 149   8 170  93   8  91 138   8  28  88   8  28  80   8  28  88   8
 170  93   8  80   8  69 149   8 170  93   8  91 138   8]",[ 88   8  28  66   8  80   8 170]
6512,"[ 84  22   8  97 167 117  79  20 136 180 136  97 117 143  79 173  90 165
 127  11   3 174  48  25 127 136  11   3  49   6  12  55]",[ 22   8  97 167 117  79  20 136]
6513,"[ 93 167  89  55  28  28  28  28  55 113 141  55  95   8 113  55 137 137
 137 137  57  34 114  57  75  75  75  75   1  42  12  84]",[ 28  28  28  28  57  34 114  57]
6514,"[129 149 119 122 129 149 119 154  73 135 176  73 154  63  63 119  73  71
  88 149 119  73 176  73  99  73 176  73  83  73 178  88]",[ 21  37  73 135  88 105  37  73]
6515,"[ 70 167  37  89  70 167  86  95  66   8  86  95  66   8 105  84  66   8
  86   6  25  12  48  55   3  84  11  22 127   8 155 122]",[ 95  79  93 173  95 155 122 127]
6516,"[ 45  11 173 173  27  20  97 173 127   3  86  27   3 127   3  17 127 173
 173  49  35 180 117 173  11  48 175  86  80  86 107  48]",[ 11 107 173 173 127  79  79  11]
6517,"[114  11 141 103 114  11 141 103 114  11 141 103 114  11 141 103  55 180
  84 103 113 180  22 103  89 180   8 103 122 180 167 103]",[180  88 103  93 180 129 103  52]
6518,"[126 145 150 108 126 145  87   9 115   9  66 127 127  87 108  46   9  68
  46 115   9   9 148  68  87   9   9  68  46 115   9   9]",[  9  87 108  46   9  68  46 115]
6519,"[ 93 127 155  90 105 155  90 173  90 173 139   8 173 139  79 105 139  79
 158  79 158  79 122  97 158  79 105 158  97 180  20 111]",[141 120  36 177 153 157  35 111]
6520,"[142  21 142  90 142  21 142 155 142  10 142 140 142  53 142 140  64  53
  74  53  74  53  74  53  74  53  74  11  74 153  74 153]",[153  74 153  74 153  74  11  42]
6521,"[ 55 167  37 167 140 165  70  90 141 167 129 167 127 149 140  70  55 167
 165 167  37 127 140   7  70 141 167 127 149 167 173  66]",[ 90  55 167  37 167 140 165  70]
6522,"[ 13  20  20 175  49 180 180  85  16 180 180   3 164 140 140   3 164  11
  11  85 164 140 140  85 164  11  11  10  10 140 140  10]",[ 11  11 179 164   3   3  17   3]
6523,"[ 42  29 141  70  42  29 141  70  42  37   1  70  42  48  55  70  42  48
  55  70  42  37   1  70  42  48  55  70  42  48  55  70]",[ 80  32  70  42 127  34  48   6]
6524,"[121 148 121 148  17 145 145  51  68  51  13  51  13  17  17  17 178  17
  51  84  95  51  51  51  84  51  51  95  51  78  51  51]",[ 55  95 124 124 124  55  45  45]
6525,"[ 68  75  68  75  68 100   3  68  17  86  95  25  93  48 165   3 105  11
  80 127  66 179 122  25 105  17 105  86  66  75  68  75]",[ 75  68  75  68 100   3  68  17]
6526,"[117 180  16  35  71  16 145 175 145  86   4 175   4 175 145  71 145 145
 148 145  68   4  46   4  46 145 108 145 108 148 145  68]",[ 46 145  46  71 108 145 108 145]
6527,"[ 93 155  29 127  93  25  93  93  93  93  93  93 129 165 127 105 105 105
 155  17 105 105 105  17 110 110 110  17  14  14  14 179]",[144  62 144 164 164 164  52 128]
6528,"[127  76  86  20  51  86 101  51  86  20  51  86  97  51  86 117  51  86
  97  51  86  79 102  25 117 102  97  25 180 102  20  25]",[ 51  86 180  51  97  86 117  51]
6529,"[145 153   6 153   6  82 105 100  93 100  93  38 129 143  95 143  95 174
 167  81  22  81  22 153  95  38  22  38  22 171  93 148]",[148  22 129 148  22 148  22 148]
6530,"[  3  48 119   6  95 139  80  95 173  80  86 155  84  95 105  95 127  66
  48  80 138   8 155  88   8 127 165  66  11  12   8  93]",[  3 105  80  11  42  22 167  22]
6531,"[ 28  32 138  32 138   8 138  76  42   8 125 160 160 125   8 125 160 125
   8 125  76   8 125   8 160 160 125   8 125 160   8 125]",[125   8 125   8 125   8  25  84]
6532,"[155  80 173  37 139 119 158  86  59  59  59  59  59  59  28  28  28  28
  28  28 162   5  96  96 126  28   9 162   4  96  96 126]",[  9 162  12  55  12  55 162 113]
6533,"[ 53  74  53  74  53  74  11  74 153  74 153  74 153  74 153  74 153  74
  11  42 107 150 140 150  78 150  78 150  78 150  78 140]",[ 78 150 140  42  78 150 140  42]
6534,"[ 22  11  93  85 167  11  93  80 141  11  88 135 122  11  88  80  12  11
  93  85 136  11  93 149  12   7  93  69  76   7  93  70]",[ 90  80 174  93  90  80  73 129]
6535,"[ 68  75  68  75  68  75  68 100   3  68  17  86  95  25  93  48 165   3
 105  11  80 127  66 179 122  25 105  17 105  86  66  75]",[ 75  68  75  68  75  68 100   3]
6536,"[ 97 180  20 111  35 130 122  36 177 130 119  35 111 101  65  97  65 141
 111 101  65 129  97 158 139 173 155 127  84 173 155 127]",[  7   3  29  73  86 139  64  97]
6537,"[158 158  38 173  79  56 173 173 173  90  56 173 173 173 140 173  97 158
 158  97  97  79 155 132 180 180  97  97 158 158 139 139]",[173 173  90 155 155 155 140 134]
6538,"[ 11  29 119  11  29 119  11   7  30 127  11 132 155  11 119 155  11 119
 155 127 119 173 155  70 139 117 119 180 127 119 173 155]",[139 117  95 180  97  86 117  79]
6539,"[103 141 129 103 122 129 103  88 129  86   1  95  53 141  95  53  89  95
  53  95  95  29 109 105  89 105  64 105 122 105  29 114]",[124 141 129 124  22 129 124 122]
6540,"[ 42  25  12  70  42  37   1  70  42  29 141  70  42  29 141  70  42  37
   1  70  42  48  55  70  42  48  55  70  42  37   1  70]",[48 55 70 42 48 55 70 42]
6541,"[  4 104 135 104 176 108 108   4   4 108  42   4   6  42   6  42   6  42
   6 145  42   6  42   6  42   6  42   6   9  42   6  42]",[42  6 42  6  4 42  6 42]
6542,"[105   3  88  86 105  73  88  86 105  73  88  29 105   3  88   7 105   3
  88  29 105  73  88  29 105   3  88  29 105  73  88  29]",[ 73  88  86 105  70 125   3  88]
6543,"[ 76 101  20   2 169 130 177  47  78 177 130   2 178  20 101 178  65  76
 117 158 139 169  90 127 140  78   7  48  29 178  73  70]",[ 66  76  73  70  66  42  37 149]
6544,"[ 78 150  78 150  78 150 165  55 165  55 165  55  93  12 165  55  75  68
  75  68  75  68  48 165  48 165  48 165  25  93  48 165]",[13 27 13 27 13 17 17 17]
6545,"[174   4 175   9 150 148 115   9  18 123   4 141 113 167 129 165 149  80
  70   9  73  29  31  48   3   9   7   3   4   7  48 148]",[ 11  46 127 155 104  90 155 148]
6546,"[  3  89  56 158  56  26 139  89 173 155  89 140  59 154  59  89  59  89
  59  88  88  59  88  88 140  59  90 127  88 140  88   7]",[140   8 127  90   8 139 158 131]
6547,"[ 66  48  70  25  70 165  48  25   7 140  73 127 155  25  90 155  48  90
 127  73  90 139  66  79 158  70 117 158  73 117  65  25]",[ 79  70 139 117  73  79 139  48]
6548,"[  7  26 175  91 101  91   3  65   7  66  48  91  29  21  91  54 131  21
 131  21  91  40 131  21  91 165  73 178  70  77  77  59]",[ 56  28  28  48  88 165 162 167]
6549,"[122 129 149 119  98 119  41 119  98 119 164  83 122  93 178 105 119 176
 122  93 105 119 122  93 105 119  37 119 149 119 176 122]",[102 149 119  10 122 129 149  18]
6550,"[175 180   0 101  51  51  27  51  17  51 173 127   3  48 136  48 171  25
  29 175 175  49 175 107 143 175 180   0 101  51  51  27]",[ 51  13  17  51 173  90  90 127]
6551,"[  7 140  12  70  93   7  90  42  70 167   7 140  12  70  93 127 113  66
  63  73   7  66  90  42  70   5  25   7  70  90  42  70]",[ 11  70  90  93 162 169 139  88]
6552,"[ 80  73 119  55  80   3 105  66  84  25 105  25  66   8 105  48 165  80
 122  25  11 119  25  22  48   3 105  66   8  25  48  80]",[138  73  25  93 105  12  66 119]
6553,"[ 40  40  40  40  62  49 161  13  84   8  95  13  84   8  95 175  84  22
  95  13  84   8  95 143  84 122  95  17 167  84  95  95]",[ 95  95 148  86  84 122  68   8]
6554,"[153 145   6  38   6  38 145 153   6 153   6 134 145  83   6  83   6  38
 145 153   6 153   6  82 105 100  93 100  93  38 129 143]",[143  95 174 167  81  22  81  22]
6555,"[ 11  80  25  48  11  80  86  48  11 107  80  86 174  48  11 143  80  86
 148  48  11  25  11  48  11  80  86  48  11  80  86 144]",[ 11  51 175  11 107  99  11 175]
6556,"[ 28  80   8  28  88   8 170  93   8  80   8  69 149   8 170  93   8  91
 138   8  28  88   8  28  80   8  28  88   8 170  93   8]",[  8  69 149   8 170  93   8  91]
6557,"[ 90 178 140 165  90 178 140 165  90  70  25  93  90  70  80  22  85  85
  80  22  25  93  90  70  25  93  90  70  80  22  85  85]",[22 80 22 85 85 80 22 85]
6558,"[170 108 108  20 180  93  65  25  65  17  65  25  65  93 180 157  25  35
 124 111  20  25 180 180  93  65  25  65  17  65  25  65]",[180  25  44 111  73 180  95  97]
